FlightID,RouteCode,Origin,Destination,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost,Profit,OccupancyPct,RouteType,YearMonth
205,BOM-DEL,BOM,DEL,13-06-2023,161,Boeing 777,150,78,227477.87,238364.27,-10886.4,52,Domestic,2023-06
206,DEL-MAA,DEL,MAA,28-12-2023,540,Airbus A380,350,158,401731.81,282640.17,119091.64,45.14285714,Domestic,2023-12
207,DEL-MAA,DEL,MAA,08-10-2023,804,ATR 72,350,236,896118.13,620637.2,275480.93,67.42857143,Domestic,2023-10
208,BLR-HYD,BLR,HYD,25-01-2023,304,Airbus A380,350,242,629089.7,687650.48,-58560.78,69.14285714,Domestic,2023-01
209,DEL-CDG,DEL,CDG,02-10-2023,76,ATR 72,350,202,4475037.83,3613786.98,861250.85,57.71428571,International,2023-10
210,DEL-CDG,DEL,CDG,30-06-2023,306,ATR 72,250,137,4113181.63,3554162.14,559019.49,54.8,International,2023-06
211,DEL-LHR,DEL,LHR,04-02-2023,598,ATR 72,350,303,8367144.67,4704013.62,3663131.05,86.57142857,International,2023-02
212,CCU-KUL,CCU,KUL,23-01-2023,710,Airbus A380,180,105,2125581.51,2174707.97,-49126.46,58.33333333,International,2023-01
213,DEL-LHR,DEL,LHR,04-05-2023,810,Boeing 737,350,293,7321419.28,4221540.7,3099878.58,83.71428571,International,2023-05
214,MAA-CMB,MAA,CMB,23-06-2023,893,Airbus A320,250,242,6577068.15,4336700.37,2240367.78,96.8,International,2023-06
215,DEL-MAA,DEL,MAA,02-02-2023,793,Airbus A380,120,72,178477.29,119523.01,58954.28,60,Domestic,2023-02
216,DEL-BLR,DEL,BLR,11-06-2023,377,ATR 72,250,243,820721.63,576136.95,244584.68,97.2,Domestic,2023-06
217,CCU-DEL,CCU,DEL,27-05-2023,425,Boeing 737,180,107,410753.35,333601.89,77151.46,59.44444444,Domestic,2023-05
218,BLR-SIN,BLR,SIN,14-08-2023,455,Boeing 777,150,106,2911062.19,3215519.36,-304457.17,70.66666667,International,2023-08
219,HYD-DXB,HYD,DXB,17-05-2023,880,Boeing 737,250,122,3542489.54,3696250.48,-153760.94,48.8,International,2023-05
220,MAA-CMB,MAA,CMB,31-05-2023,388,Boeing 737,120,74,1808160.34,1478260.51,329899.83,61.66666667,International,2023-05
221,BOM-BKK,BOM,BKK,27-03-2023,766,Airbus A380,180,123,3800972.56,4169531.35,-368558.79,68.33333333,International,2023-03
222,DEL-CDG,DEL,CDG,11-08-2023,341,Boeing 737,120,96,2504942.73,2148869.16,356073.57,80,International,2023-08
223,BOM-GOI,BOM,GOI,16-01-2023,206,ATR 72,250,117,294959.35,300005.88,-5046.53,46.8,Domestic,2023-01
224,DEL-LHR,DEL,LHR,05-07-2023,452,ATR 72,120,92,2777105.64,3108398.01,-331292.37,76.66666667,International,2023-07
225,DEL-LHR,DEL,LHR,16-08-2023,841,Boeing 737,350,183,4667277.61,3447397.16,1219880.45,52.28571429,International,2023-08
226,MAA-BLR,MAA,BLR,08-05-2023,176,Boeing 737,150,107,331333.77,293894.26,37439.51,71.33333333,Domestic,2023-05
227,MAA-BLR,MAA,BLR,14-05-2023,780,Airbus A380,150,146,425449.6,467946.63,-42497.03,97.33333333,Domestic,2023-05
228,CCU-KUL,CCU,KUL,13-04-2023,185,Airbus A320,120,82,2745375.21,2243154.71,502220.5,68.33333333,International,2023-04
229,BOM-CCU,BOM,CCU,16-12-2023,387,Boeing 777,120,88,257193.39,187744.49,69448.9,73.33333333,Domestic,2023-12
230,BOM-GOI,BOM,GOI,31-12-2023,786,Airbus A320,180,129,337780.36,226511.53,111268.83,71.66666667,Domestic,2023-12
231,DEL-MAA,DEL,MAA,02-05-2023,869,Airbus A380,120,76,260687.55,216486.28,44201.27,63.33333333,Domestic,2023-05
232,MAA-CMB,MAA,CMB,08-03-2023,686,Boeing 737,120,73,2554556.57,2506842.04,47714.53,60.83333333,International,2023-03
233,HYD-DXB,HYD,DXB,30-07-2023,847,Airbus A380,350,171,5914154.01,5532118.31,382035.7,48.85714286,International,2023-07
234,DEL-FRA,DEL,FRA,27-08-2023,756,ATR 72,180,93,3016529.95,2656905.48,359624.47,51.66666667,International,2023-08
235,BOM-NRT,BOM,NRT,04-04-2023,846,Airbus A320,250,179,5911148.22,6199816.09,-288667.87,71.6,International,2023-04
236,HYD-DXB,HYD,DXB,20-03-2023,371,Airbus A320,150,93,2849518.32,2158834.54,690683.78,62,International,2023-03
237,HYD-DXB,HYD,DXB,26-05-2023,140,Boeing 777,150,117,3306726.68,2067042.05,1239684.63,78,International,2023-05
238,DEL-AMD,DEL,AMD,11-11-2023,606,Boeing 737,350,276,956410.44,859227.57,97182.87,78.85714286,Domestic,2023-11
239,BOM-GOI,BOM,GOI,04-12-2023,699,ATR 72,180,161,549736.51,574552.58,-24816.07,89.44444444,Domestic,2023-12
240,BOM-DEL,BOM,DEL,11-02-2023,106,ATR 72,180,143,540615.25,432466.29,108148.96,79.44444444,Domestic,2023-02
241,BOM-DEL,BOM,DEL,12-09-2023,702,ATR 72,180,142,418015.26,291326.02,126689.24,78.88888889,Domestic,2023-09
242,BLR-SIN,BLR,SIN,02-06-2023,524,Boeing 737,120,64,1678996.88,1391326.44,287670.44,53.33333333,International,2023-06
243,BOM-DXB,BOM,DXB,07-11-2023,207,Boeing 777,180,151,4969660.73,5641680.5,-672019.77,83.88888889,International,2023-11
244,DEL-MAA,DEL,MAA,09-07-2023,587,ATR 72,120,74,239734.15,170327.04,69407.11,61.66666667,Domestic,2023-07
245,HYD-BOM,HYD,BOM,14-03-2023,159,Boeing 737,180,171,676389.63,541707.5,134682.13,95,Domestic,2023-03
246,BOM-GOI,BOM,GOI,17-06-2023,651,Boeing 777,150,128,422000.38,362428.66,59571.72,85.33333333,Domestic,2023-06
247,CCU-KUL,CCU,KUL,07-06-2023,569,Boeing 737,120,114,3144310.03,3553108,-408797.97,95,International,2023-06
248,CCU-DEL,CCU,DEL,26-10-2023,421,Boeing 737,120,71,246762.9,260510.01,-13747.11,59.16666667,Domestic,2023-10
249,CCU-KUL,CCU,KUL,27-05-2023,609,Boeing 737,120,81,2692183.71,2655852.25,36331.46,67.5,International,2023-05
250,BLR-SIN,BLR,SIN,07-07-2023,106,Airbus A380,120,90,2062784.66,1819239.42,243545.24,75,International,2023-07
251,BOM-CCU,BOM,CCU,17-07-2023,576,Airbus A380,350,209,873695.92,837209.67,36486.25,59.71428571,Domestic,2023-07
252,BLR-HYD,BLR,HYD,07-03-2023,159,Airbus A380,180,156,469615.15,522855.02,-53239.87,86.66666667,Domestic,2023-03
253,DEL-MAA,DEL,MAA,12-04-2023,676,ATR 72,250,178,441715.19,279261.98,162453.21,71.2,Domestic,2023-04
254,BOM-DXB,BOM,DXB,31-08-2023,591,Airbus A380,150,115,3189247.39,2381664.6,807582.79,76.66666667,International,2023-08
255,DEL-CDG,DEL,CDG,13-06-2023,226,Airbus A380,350,294,7199623.45,5412850.21,1786773.24,84,International,2023-06
256,HYD-DXB,HYD,DXB,30-09-2023,561,ATR 72,180,126,2551443.85,1910377.65,641066.2,70,International,2023-09
257,BLR-HYD,BLR,HYD,02-08-2023,657,Boeing 777,120,91,261893.89,247058.8,14835.09,75.83333333,Domestic,2023-08
258,BOM-NRT,BOM,NRT,23-10-2023,293,Boeing 737,350,246,6854417.31,6735902.39,118514.92,70.28571429,International,2023-10
259,BLR-SIN,BLR,SIN,17-03-2023,757,Airbus A320,120,90,2745703.23,1824439.06,921264.17,75,International,2023-03
260,DEL-FRA,DEL,FRA,10-06-2023,488,Airbus A320,250,203,5309599.21,5389154.96,-79555.75,81.2,International,2023-06
261,CCU-KUL,CCU,KUL,01-02-2023,782,Airbus A320,350,195,4850769.89,4595309.33,255460.56,55.71428571,International,2023-02
262,HYD-DXB,HYD,DXB,12-07-2023,381,Airbus A320,250,233,5856432.93,4465952.9,1390480.03,93.2,International,2023-07
263,MAA-BLR,MAA,BLR,09-11-2023,555,Airbus A320,150,89,261419.57,291454.41,-30034.84,59.33333333,Domestic,2023-11
264,DEL-AMD,DEL,AMD,28-05-2023,781,Airbus A320,250,154,466288.24,517682.63,-51394.39,61.6,Domestic,2023-05
265,MAA-BLR,MAA,BLR,28-05-2023,184,ATR 72,350,227,945293.6,984075.67,-38782.07,64.85714286,Domestic,2023-05
266,DEL-MAA,DEL,MAA,29-05-2023,103,Boeing 777,120,76,242917.05,170981.15,71935.9,63.33333333,Domestic,2023-05
267,CCU-KUL,CCU,KUL,20-04-2023,266,ATR 72,180,170,5175236.82,3272632.28,1902604.54,94.44444444,International,2023-04
268,DEL-CDG,DEL,CDG,28-10-2023,305,Airbus A320,120,96,2684699.75,2504198.64,180501.11,80,International,2023-10
269,DEL-BLR,DEL,BLR,21-02-2023,483,Boeing 777,250,125,473422.36,261854.11,211568.25,50,Domestic,2023-02
270,MAA-CMB,MAA,CMB,22-03-2023,476,Airbus A380,250,198,6205055.85,4482203.62,1722852.23,79.2,International,2023-03
271,DEL-AMD,DEL,AMD,27-11-2023,120,Boeing 737,350,200,745927.15,790831.86,-44904.71,57.14285714,Domestic,2023-11
272,DEL-BLR,DEL,BLR,31-03-2023,487,Airbus A320,120,117,364407.06,308736.72,55670.34,97.5,Domestic,2023-03
273,DEL-AMD,DEL,AMD,20-01-2023,69,Boeing 777,350,269,1095157.84,822491.21,272666.63,76.85714286,Domestic,2023-01
274,DEL-FRA,DEL,FRA,25-11-2023,616,ATR 72,250,230,5062989.81,4316338.57,746651.24,92,International,2023-11
275,MAA-BLR,MAA,BLR,09-04-2023,888,Boeing 737,180,96,309700.42,218140.26,91560.16,53.33333333,Domestic,2023-04
276,BOM-GOI,BOM,GOI,08-01-2023,814,Boeing 777,180,135,508019.71,332903.77,175115.94,75,Domestic,2023-01
277,BLR-SIN,BLR,SIN,07-08-2023,587,Boeing 777,120,79,1693031.35,1928381.53,-235350.18,65.83333333,International,2023-08
278,CCU-KUL,CCU,KUL,15-06-2023,314,Boeing 737,180,117,3124020.84,2218668.97,905351.87,65,International,2023-06
279,BOM-DXB,BOM,DXB,04-06-2023,656,ATR 72,120,70,1777529.7,1229662.24,547867.46,58.33333333,International,2023-06
280,BLR-HYD,BLR,HYD,27-08-2023,374,Airbus A320,250,203,824502.94,892673.54,-68170.6,81.2,Domestic,2023-08
281,DEL-AMD,DEL,AMD,20-12-2023,180,Boeing 777,180,139,388425.98,244763.24,143662.74,77.22222222,Domestic,2023-12
282,DEL-MAA,DEL,MAA,21-08-2023,825,ATR 72,180,120,406634.65,338522.06,68112.59,66.66666667,Domestic,2023-08
283,MAA-CMB,MAA,CMB,07-12-2023,283,Airbus A320,350,319,6771749.42,5539621.4,1232128.02,91.14285714,International,2023-12
284,DEL-LHR,DEL,LHR,09-02-2023,637,Boeing 737,120,106,3555592.17,2386847.93,1168744.24,88.33333333,International,2023-02
285,MAA-CMB,MAA,CMB,18-03-2023,228,Boeing 777,350,239,7218858.43,7075569.72,143288.71,68.28571429,International,2023-03
286,CCU-KUL,CCU,KUL,16-02-2023,582,Airbus A380,120,82,2271294.85,1871726.58,399568.27,68.33333333,International,2023-02
287,DEL-BLR,DEL,BLR,14-10-2023,533,Boeing 777,120,79,305699.65,304930.11,769.54,65.83333333,Domestic,2023-10
288,BOM-NRT,BOM,NRT,07-02-2023,106,Airbus A380,180,147,4133265.53,2422727.56,1710537.97,81.66666667,International,2023-02
289,BOM-CCU,BOM,CCU,30-08-2023,92,Boeing 777,250,136,359552.99,336151.48,23401.51,54.4,Domestic,2023-08
290,BOM-BKK,BOM,BKK,11-07-2023,451,Airbus A380,250,162,4899034.76,4639755.91,259278.85,64.8,International,2023-07
291,MAA-CMB,MAA,CMB,10-03-2023,729,Boeing 777,120,65,1823827.02,1581815.25,242011.77,54.16666667,International,2023-03
292,HYD-BOM,HYD,BOM,02-01-2023,834,Boeing 737,180,125,461796.14,371504.29,90291.85,69.44444444,Domestic,2023-01
293,BLR-SIN,BLR,SIN,28-04-2023,313,Airbus A380,180,95,2168584.64,2331499.35,-162914.71,52.77777778,International,2023-04
294,BLR-HYD,BLR,HYD,17-01-2023,888,Airbus A380,350,299,1193237.81,667482.29,525755.52,85.42857143,Domestic,2023-01
295,CCU-DEL,CCU,DEL,04-02-2023,163,ATR 72,120,82,295990.69,317694.93,-21704.24,68.33333333,Domestic,2023-02
296,HYD-BOM,HYD,BOM,23-01-2023,471,Airbus A380,150,110,413368.37,419832.7,-6464.33,73.33333333,Domestic,2023-01
297,DEL-MAA,DEL,MAA,15-09-2023,356,Airbus A320,350,216,750870.39,715969.29,34901.1,61.71428571,Domestic,2023-09
298,BOM-DXB,BOM,DXB,02-05-2023,369,Airbus A320,350,198,4852487.83,2846346.02,2006141.81,56.57142857,International,2023-05
299,BOM-NRT,BOM,NRT,31-03-2023,701,Airbus A380,350,249,8611504.03,9601412.31,-989908.28,71.14285714,International,2023-03
300,BLR-SIN,BLR,SIN,26-09-2023,386,Airbus A380,250,132,3385391.17,3394361.3,-8970.13,52.8,International,2023-09
301,CCU-KUL,CCU,KUL,04-05-2023,290,Boeing 777,150,131,4417466.41,3920199.15,497267.26,87.33333333,International,2023-05
302,BOM-BKK,BOM,BKK,13-10-2023,602,Airbus A320,250,144,3319207.34,3113494.52,205712.82,57.6,International,2023-10
303,DEL-FRA,DEL,FRA,09-07-2023,154,ATR 72,150,71,1821683.89,1663164,158519.89,47.33333333,International,2023-07
304,DEL-BLR,DEL,BLR,07-02-2023,252,ATR 72,350,197,546872.07,598398.19,-51526.12,56.28571429,Domestic,2023-02
305,DEL-AMD,DEL,AMD,08-01-2023,276,Airbus A320,120,101,379537.33,416984.3,-37446.97,84.16666667,Domestic,2023-01
306,DEL-CDG,DEL,CDG,27-12-2023,269,Airbus A380,150,111,3511230.61,2733131.54,778099.07,74,International,2023-12
307,MAA-CMB,MAA,CMB,29-11-2023,427,Boeing 777,180,115,3822850.62,3171446.2,651404.42,63.88888889,International,2023-11
308,CCU-KUL,CCU,KUL,13-06-2023,268,Boeing 777,180,120,3412544.51,2329964.11,1082580.4,66.66666667,International,2023-06
309,DEL-MAA,DEL,MAA,09-01-2023,327,ATR 72,350,264,832033.1,533705.01,298328.09,75.42857143,Domestic,2023-01
310,BOM-DXB,BOM,DXB,28-04-2023,448,ATR 72,150,107,3190645.79,3065916.96,124728.83,71.33333333,International,2023-04
311,MAA-BLR,MAA,BLR,08-09-2023,800,Airbus A380,250,134,513348.09,334476.79,178871.3,53.6,Domestic,2023-09
312,MAA-CMB,MAA,CMB,08-09-2023,248,ATR 72,120,87,2834984.38,1685676.74,1149307.64,72.5,International,2023-09
313,DEL-BLR,DEL,BLR,04-01-2023,482,Airbus A320,150,72,192373.44,131050.91,61322.53,48,Domestic,2023-01
314,DEL-FRA,DEL,FRA,11-07-2023,121,ATR 72,350,326,9743900.43,5451118.5,4292781.93,93.14285714,International,2023-07
315,MAA-CMB,MAA,CMB,10-10-2023,481,Boeing 737,120,87,2098536.66,2384960.91,-286424.25,72.5,International,2023-10
316,BOM-DEL,BOM,DEL,15-09-2023,892,Airbus A380,150,76,195575.74,125039.1,70536.64,50.66666667,Domestic,2023-09
317,CCU-DEL,CCU,DEL,14-11-2023,599,Boeing 777,180,106,330127.84,255463.14,74664.7,58.88888889,Domestic,2023-11
318,BLR-SIN,BLR,SIN,24-08-2023,638,Airbus A320,150,91,2950304.74,1765374.29,1184930.45,60.66666667,International,2023-08
319,DEL-BLR,DEL,BLR,17-02-2023,475,Airbus A380,250,185,462686.27,257100.93,205585.34,74,Domestic,2023-02
320,BOM-GOI,BOM,GOI,12-02-2023,571,Airbus A380,180,134,528540.03,320938.54,207601.49,74.44444444,Domestic,2023-02
321,HYD-DXB,HYD,DXB,22-01-2023,295,Airbus A320,350,245,5071115.24,3015329.93,2055785.31,70,International,2023-01
322,MAA-BLR,MAA,BLR,06-10-2023,637,Boeing 737,150,141,418216.22,471280.13,-53063.91,94,Domestic,2023-10
323,BOM-NRT,BOM,NRT,15-03-2023,830,Airbus A380,120,73,2077534.23,1849041.93,228492.3,60.83333333,International,2023-03
324,BLR-SIN,BLR,SIN,13-12-2023,613,Boeing 777,250,212,4685042.89,5355410.57,-670367.68,84.8,International,2023-12
325,BOM-CCU,BOM,CCU,14-09-2023,823,Boeing 777,120,60,169071.55,100700.87,68370.68,50,Domestic,2023-09
326,DEL-CDG,DEL,CDG,11-11-2023,669,Airbus A380,180,83,2000292.15,2291437.73,-291145.58,46.11111111,International,2023-11
327,CCU-KUL,CCU,KUL,27-04-2023,424,ATR 72,250,169,5103026.47,4829520.3,273506.17,67.6,International,2023-04
328,BOM-CCU,BOM,CCU,13-11-2023,362,Airbus A320,120,59,157978.27,154345.76,3632.51,49.16666667,Domestic,2023-11
329,DEL-MAA,DEL,MAA,19-07-2023,384,Boeing 777,120,59,241742.38,197465.21,44277.17,49.16666667,Domestic,2023-07
330,MAA-BLR,MAA,BLR,22-02-2023,195,Boeing 737,150,101,343659.88,294676.15,48983.73,67.33333333,Domestic,2023-02
331,BLR-HYD,BLR,HYD,14-01-2023,151,Boeing 777,350,174,604907.32,450449.2,154458.12,49.71428571,Domestic,2023-01
332,BLR-SIN,BLR,SIN,07-01-2023,358,Airbus A380,250,215,6637621.4,5879086.82,758534.58,86,International,2023-01
333,HYD-BOM,HYD,BOM,20-10-2023,593,Airbus A320,250,134,386463.25,274792.41,111670.84,53.6,Domestic,2023-10
334,DEL-MAA,DEL,MAA,02-02-2023,231,Airbus A380,180,121,395865.58,235996.38,159869.2,67.22222222,Domestic,2023-02
335,MAA-BLR,MAA,BLR,07-05-2023,798,Airbus A380,350,271,873744.9,551589.66,322155.24,77.42857143,Domestic,2023-05
336,BOM-DEL,BOM,DEL,22-07-2023,400,ATR 72,250,219,655505.34,492180.77,163324.57,87.6,Domestic,2023-07
337,DEL-CDG,DEL,CDG,11-03-2023,367,Boeing 777,350,333,7663253.19,5659388.87,2003864.32,95.14285714,International,2023-03
338,BLR-SIN,BLR,SIN,13-06-2023,358,Airbus A380,350,302,7516264.66,5398031.61,2118233.05,86.28571429,International,2023-06
339,BLR-SIN,BLR,SIN,06-07-2023,176,ATR 72,150,114,3213025.74,3081380.3,131645.44,76,International,2023-07
340,MAA-CMB,MAA,CMB,14-01-2023,804,Airbus A380,150,102,2485736.75,2400478.88,85257.87,68,International,2023-01
341,BOM-BKK,BOM,BKK,11-12-2023,571,Airbus A320,180,104,3107514.23,3042697.18,64817.05,57.77777778,International,2023-12
342,BLR-SIN,BLR,SIN,07-02-2023,519,ATR 72,250,189,5294931.58,5846120.47,-551188.89,75.6,International,2023-02
343,BOM-BKK,BOM,BKK,06-10-2023,97,Boeing 777,350,267,9002177,5541935.1,3460241.9,76.28571429,International,2023-10
344,HYD-BOM,HYD,BOM,03-12-2023,740,Boeing 777,150,118,292608.62,333622.08,-41013.46,78.66666667,Domestic,2023-12
345,BLR-SIN,BLR,SIN,19-06-2023,875,Airbus A380,120,54,1289578.08,1104402.08,185176,45,International,2023-06
346,HYD-DXB,HYD,DXB,13-10-2023,654,ATR 72,150,102,2638435.28,2673804.4,-35369.12,68,International,2023-10
347,BOM-NRT,BOM,NRT,20-12-2023,572,Airbus A320,180,176,4794515.66,3486856.26,1307659.4,97.77777778,International,2023-12
348,BOM-CCU,BOM,CCU,01-03-2023,807,Airbus A320,180,110,354155.86,238743.69,115412.17,61.11111111,Domestic,2023-03
349,CCU-KUL,CCU,KUL,28-06-2023,547,Boeing 737,250,208,5571635.24,3288961.93,2282673.31,83.2,International,2023-06
350,DEL-BLR,DEL,BLR,30-12-2023,177,Boeing 737,180,142,513876.81,333306.9,180569.91,78.88888889,Domestic,2023-12
351,HYD-BOM,HYD,BOM,22-09-2023,238,ATR 72,150,93,294574.23,243681.38,50892.85,62,Domestic,2023-09
352,BLR-SIN,BLR,SIN,19-11-2023,248,Airbus A320,250,164,5093975.39,5500772.24,-406796.85,65.6,International,2023-11
353,DEL-FRA,DEL,FRA,31-10-2023,499,Airbus A380,120,98,2262503.18,2265660.04,-3156.86,81.66666667,International,2023-10
354,BOM-CCU,BOM,CCU,23-10-2023,164,ATR 72,150,96,264454.43,163531.47,100922.96,64,Domestic,2023-10
355,CCU-KUL,CCU,KUL,28-09-2023,714,Boeing 777,350,229,5928388.66,3666941.04,2261447.62,65.42857143,International,2023-09
356,DEL-LHR,DEL,LHR,23-08-2023,692,Airbus A320,180,168,4847224.28,4620694.34,226529.94,93.33333333,International,2023-08
357,BOM-DXB,BOM,DXB,02-03-2023,304,Boeing 777,120,65,1976100.63,1692520.15,283580.48,54.16666667,International,2023-03
358,BOM-BKK,BOM,BKK,02-11-2023,201,ATR 72,250,168,4586408.94,4001309.57,585099.37,67.2,International,2023-11
359,BOM-GOI,BOM,GOI,12-10-2023,230,Airbus A380,180,94,278826.94,228805.55,50021.39,52.22222222,Domestic,2023-10
360,DEL-BLR,DEL,BLR,03-07-2023,69,Airbus A380,150,83,256561.26,227556.82,29004.44,55.33333333,Domestic,2023-07
361,CCU-KUL,CCU,KUL,29-07-2023,761,Airbus A380,250,206,5491501.89,3571409.74,1920092.15,82.4,International,2023-07
362,BOM-NRT,BOM,NRT,16-01-2023,874,Airbus A320,180,84,1963302.7,1419864.8,543437.9,46.66666667,International,2023-01
363,DEL-FRA,DEL,FRA,17-10-2023,820,Airbus A380,350,252,7204859.12,5120733.63,2084125.49,72,International,2023-10
364,MAA-CMB,MAA,CMB,07-07-2023,615,Boeing 737,250,184,6411781.01,3920482.62,2491298.39,73.6,International,2023-07
365,HYD-BOM,HYD,BOM,02-06-2023,93,Airbus A380,180,114,441192.71,358884.65,82308.06,63.33333333,Domestic,2023-06
366,BLR-HYD,BLR,HYD,02-05-2023,274,ATR 72,180,163,570250.81,460135.51,110115.3,90.55555556,Domestic,2023-05
367,DEL-CDG,DEL,CDG,13-03-2023,863,Airbus A320,150,131,3740196.09,3251608.58,488587.51,87.33333333,International,2023-03
368,DEL-CDG,DEL,CDG,03-10-2023,232,Boeing 777,180,108,2593095.77,2761154.58,-168058.81,60,International,2023-10
369,BLR-HYD,BLR,HYD,11-03-2023,828,Airbus A380,120,117,463400.22,290150.12,173250.1,97.5,Domestic,2023-03
370,DEL-MAA,DEL,MAA,08-05-2023,209,Boeing 777,150,128,463004.44,390625.38,72379.06,85.33333333,Domestic,2023-05
371,BOM-NRT,BOM,NRT,20-11-2023,335,Airbus A380,250,172,5074759.63,5470971.74,-396212.11,68.8,International,2023-11
372,BOM-CCU,BOM,CCU,26-07-2023,587,Boeing 777,180,124,406531.53,365542.31,40989.22,68.88888889,Domestic,2023-07
373,BOM-CCU,BOM,CCU,23-08-2023,710,Boeing 777,120,104,324052.41,366463.47,-42411.06,86.66666667,Domestic,2023-08
374,CCU-DEL,CCU,DEL,11-09-2023,334,Boeing 777,180,113,388751.7,345866.66,42885.04,62.77777778,Domestic,2023-09
375,CCU-KUL,CCU,KUL,25-06-2023,758,Boeing 737,120,60,1905500.79,1573465.48,332035.31,50,International,2023-06
376,BLR-HYD,BLR,HYD,22-03-2023,511,Airbus A380,120,117,370894.53,425570.48,-54675.95,97.5,Domestic,2023-03
377,DEL-MAA,DEL,MAA,29-11-2023,369,Airbus A320,180,89,271341.75,162656.44,108685.31,49.44444444,Domestic,2023-11
378,BOM-GOI,BOM,GOI,27-01-2023,465,Boeing 777,150,101,258980.01,157229.41,101750.6,67.33333333,Domestic,2023-01
379,CCU-DEL,CCU,DEL,02-09-2023,139,Airbus A320,350,199,721169.81,400661.88,320507.93,56.85714286,Domestic,2023-09
380,BOM-DXB,BOM,DXB,03-03-2023,492,Airbus A320,250,121,3115271.92,3079315.54,35956.38,48.4,International,2023-03
381,BLR-HYD,BLR,HYD,22-02-2023,380,Boeing 777,180,94,356469.51,357144.91,-675.4,52.22222222,Domestic,2023-02
382,DEL-MAA,DEL,MAA,25-11-2023,753,Airbus A320,120,87,210127.14,197522.06,12605.08,72.5,Domestic,2023-11
383,DEL-FRA,DEL,FRA,29-06-2023,799,Airbus A320,150,140,4093759.63,3338175.73,755583.9,93.33333333,International,2023-06
384,CCU-DEL,CCU,DEL,14-02-2023,162,Airbus A320,120,91,281304.43,317297.11,-35992.68,75.83333333,Domestic,2023-02
385,BOM-DXB,BOM,DXB,13-03-2023,313,Boeing 777,120,69,2002034.03,1967414.42,34619.61,57.5,International,2023-03
386,DEL-AMD,DEL,AMD,20-12-2023,87,Boeing 777,150,108,358251.19,357787.68,463.51,72,Domestic,2023-12
387,DEL-AMD,DEL,AMD,27-11-2023,115,Airbus A320,250,163,461933.39,430914.28,31019.11,65.2,Domestic,2023-11
388,BOM-CCU,BOM,CCU,28-09-2023,72,Boeing 777,180,93,367300.26,327274.9,40025.36,51.66666667,Domestic,2023-09
389,DEL-LHR,DEL,LHR,07-10-2023,759,Airbus A320,250,238,7510210.37,4205820.25,3304390.12,95.2,International,2023-10
390,BOM-CCU,BOM,CCU,08-01-2023,328,Airbus A320,120,112,460053.89,362883.61,97170.28,93.33333333,Domestic,2023-01
391,DEL-AMD,DEL,AMD,18-11-2023,789,ATR 72,250,168,524848.69,490377.87,34470.82,67.2,Domestic,2023-11
392,MAA-CMB,MAA,CMB,12-11-2023,216,Boeing 777,120,73,2019878.64,1357193.82,662684.82,60.83333333,International,2023-11
393,DEL-MAA,DEL,MAA,02-10-2023,394,Airbus A380,350,275,1073090.6,1028700.5,44390.1,78.57142857,Domestic,2023-10
394,BOM-CCU,BOM,CCU,08-06-2023,775,Airbus A380,150,72,183973.18,149145.25,34827.93,48,Domestic,2023-06
395,DEL-FRA,DEL,FRA,10-11-2023,683,Boeing 737,180,144,4301393.1,2819079.45,1482313.65,80,International,2023-11
396,BOM-DEL,BOM,DEL,29-12-2023,200,Boeing 737,150,106,320551.34,275781.12,44770.22,70.66666667,Domestic,2023-12
397,MAA-BLR,MAA,BLR,27-03-2023,440,Airbus A320,180,150,391875.31,427119.97,-35244.66,83.33333333,Domestic,2023-03
